<string>:12: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
[2026-04-10T03:40:17.805553Z] ============================================================
[2026-04-10T03:40:17.805685Z] 🔍 Starting BTC Multi-Timeframe Alignment Monitor
[2026-04-11T04:31:18.494488Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:32:18.494785Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:33:18.495073Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:34:18.495382Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:35:18.495710Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:36:18.495984Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:37:18.496285Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:38:18.496908Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:39:18.498006Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:40:18.498993Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:41:18.499940Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:42:18.500223Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:43:18.501203Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:44:18.501496Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:45:18.501784Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:46:18.502109Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:47:18.502414Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:48:18.502758Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:49:18.503045Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:50:18.503374Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:51:18.503667Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:52:18.503990Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:53:18.504264Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:54:18.504573Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:55:18.504845Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:56:18.505203Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:57:18.505498Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:58:18.505792Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:59:18.506090Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:00:18.506387Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:01:18.506698Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:02:18.506990Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:03:18.507232Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:04:18.507495Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:05:18.507781Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:06:18.508065Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:07:18.508342Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:08:18.508664Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:09:18.509038Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:10:18.509358Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:11:18.509650Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:12:18.509923Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:13:18.510191Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:14:18.510516Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:15:18.510945Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:16:18.512782Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:17:18.513209Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:18:18.513692Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:19:18.513962Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:20:18.514251Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:21:18.514505Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:22:18.514820Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:23:18.515706Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:24:18.516031Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:25:18.516329Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:26:18.525747Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:27:18.526020Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:28:18.527112Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:29:18.527752Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:30:18.528025Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:31:18.528278Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:32:18.528542Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:33:18.529459Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:34:18.529721Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:35:18.529986Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:36:18.530253Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:37:18.530470Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:38:18.530813Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:39:18.531104Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:40:18.531389Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:41:18.531641Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:42:18.531931Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:43:18.532195Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:44:18.532459Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:45:18.532731Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:46:18.532999Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:47:18.533261Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:48:18.533499Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:49:18.533797Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:50:18.534072Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:51:18.534351Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:52:18.534624Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:53:18.534893Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:54:18.535171Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:55:18.535455Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:56:18.535730Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:57:18.536019Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:58:18.536291Z] ❌ Error: No module named 'kai_api'
[2026-04-11T05:59:18.536599Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:00:18.536896Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:01:18.537191Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:02:18.537469Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:03:18.537754Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:04:18.538033Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:05:18.538314Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:06:18.538592Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:07:18.538894Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:08:18.539603Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:09:18.539863Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:10:18.540130Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:11:18.540422Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:12:18.541318Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:13:18.541670Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:14:18.541968Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:15:18.543576Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:16:18.543871Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:17:18.544148Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:18:18.544438Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:19:18.544724Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:20:18.544987Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:21:18.545235Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:22:18.545512Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:23:18.545842Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:24:18.546121Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:25:18.546463Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:26:18.546742Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:27:18.547058Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:28:18.548037Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:29:18.548320Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:30:18.548612Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:31:18.549003Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:32:18.549578Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:33:18.549963Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:34:18.550231Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:35:18.550487Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:36:18.550784Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:37:18.551051Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:38:18.551333Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:39:18.551633Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:40:18.551878Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:41:18.552136Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:42:18.552531Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:43:18.552765Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:44:18.553032Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:45:18.553330Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:46:18.553587Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:47:18.553820Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:48:18.554059Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:49:18.554290Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:50:18.554532Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:51:18.554779Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:52:18.555056Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:53:18.555309Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:54:18.555569Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:55:18.555818Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:56:18.556079Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:57:18.556327Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:58:18.556612Z] ❌ Error: No module named 'kai_api'
[2026-04-11T06:59:18.556864Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:00:18.557832Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:01:18.558054Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:02:18.558303Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:03:18.558617Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:04:18.558904Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:05:18.559174Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:06:18.559587Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:07:18.559943Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:08:18.560225Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:09:18.560494Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:10:18.560773Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:11:18.561047Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:12:18.561357Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:13:18.561631Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:14:18.561889Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:15:18.562112Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:16:18.562385Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:17:18.562605Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:18:18.562859Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:19:18.563103Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:20:18.563368Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:21:18.563623Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:22:18.563895Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:23:18.564143Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:24:18.564407Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:25:18.564668Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:26:18.564916Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:27:18.565182Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:28:18.565506Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:29:18.565803Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:30:18.566086Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:31:18.566373Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:32:18.566662Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:33:18.566959Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:34:18.567331Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:35:18.567697Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:36:18.568028Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:37:18.568291Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:38:18.568585Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:39:18.568876Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:40:18.569146Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:41:18.569431Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:42:18.569714Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:43:18.569989Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:44:18.570284Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:45:18.570599Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:46:18.571452Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:47:18.571739Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:48:18.572057Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:49:18.572353Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:50:18.572639Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:51:18.572938Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:52:18.573237Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:53:18.573523Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:54:18.573838Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:55:18.574120Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:56:18.574408Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:57:18.574713Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:58:18.575017Z] ❌ Error: No module named 'kai_api'
[2026-04-11T07:59:18.575318Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:00:18.575641Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:01:18.575936Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:02:18.576199Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:03:18.576493Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:04:18.576793Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:05:18.577067Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:06:18.577359Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:07:18.577642Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:08:18.577935Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:09:18.578223Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:10:18.578519Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:11:18.578848Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:12:18.579171Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:13:18.579421Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:14:18.579664Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:15:18.579967Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:16:18.580259Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:17:18.580497Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:18:18.581613Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:19:18.581905Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:20:18.582208Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:21:18.582465Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:22:18.582719Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:23:18.583004Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:24:18.583285Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:25:18.583554Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:26:18.583851Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:27:18.584107Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:28:18.584351Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:29:18.584632Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:30:18.584904Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:31:18.585199Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:32:18.585479Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:33:18.585770Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:34:18.586070Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:35:18.586381Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:36:18.586670Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:37:18.586962Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:38:18.587292Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:39:18.587620Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:40:18.587903Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:41:18.588306Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:42:18.588594Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:43:18.588861Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:44:18.589237Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:45:18.589586Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:46:18.589902Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:47:18.590177Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:48:18.590436Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:49:18.590705Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:50:18.591036Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:51:18.591347Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:52:18.591671Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:53:18.591937Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:54:18.592194Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:55:18.592564Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:56:18.592857Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:57:18.593161Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:58:18.593464Z] ❌ Error: No module named 'kai_api'
[2026-04-11T08:59:18.593799Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:00:18.594104Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:01:18.594399Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:02:18.594674Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:03:18.594975Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:04:18.595278Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:05:18.595635Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:06:18.595974Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:07:18.596247Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:08:18.596549Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:09:18.596886Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:10:18.597175Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:11:18.597457Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:12:18.597728Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:13:18.597993Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:14:18.598289Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:15:18.598627Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:16:18.598923Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:17:18.599239Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:18:18.599519Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:19:18.599801Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:20:18.600097Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:21:18.600402Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:22:18.600717Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:23:18.600957Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:24:18.601797Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:25:18.602067Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:26:18.602397Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:27:18.602658Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:28:18.602946Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:29:18.603242Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:30:18.603490Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:31:18.603776Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:32:18.604069Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:33:18.604342Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:34:18.604628Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:35:18.604935Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:36:18.605224Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:37:18.605560Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:38:18.605869Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:39:18.606155Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:40:18.606454Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:41:18.606769Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:42:18.607038Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:43:18.607365Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:44:18.607678Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:45:18.607968Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:46:18.608240Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:47:18.608503Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:48:18.608761Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:49:18.609030Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:50:18.609308Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:51:18.609630Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:52:18.609941Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:53:18.610216Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:54:18.610503Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:55:18.610778Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:56:18.611062Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:57:18.611382Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:58:18.612165Z] ❌ Error: No module named 'kai_api'
[2026-04-11T09:59:18.612475Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:00:18.612753Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:01:18.613023Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:02:18.613314Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:03:18.613580Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:04:18.613844Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:05:18.614111Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:06:18.614377Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:07:18.614674Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:08:18.614984Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:09:18.615277Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:10:18.615577Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:11:18.615912Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:12:18.616221Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:13:18.616519Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:14:18.616864Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:15:18.617494Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:16:18.617818Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:17:18.618100Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:18:18.618401Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:19:18.618704Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:20:18.619579Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:21:18.620717Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:22:18.621045Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:23:18.621551Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:24:18.621915Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:25:18.622218Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:26:18.622489Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:27:18.622775Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:28:18.623105Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:29:18.623439Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:30:18.623711Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:31:18.623989Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:32:18.624266Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:33:18.624589Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:34:18.624872Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:35:18.625136Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:36:18.625425Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:37:18.625712Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:38:18.626003Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:39:18.626361Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:40:18.626747Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:41:18.627092Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:42:18.627382Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:43:18.628382Z] ❌ Error: No module named 'kai_api'
[2026-04-11T10:44:18.628707Z] ❌ Error: No module named 'kai_api'
